category,number,name,team,year,brand,set,flags,front_image,back_image
Baseball,60AR-VGJ,Vladimir Guerrero Jr,Toronto Blue Jays,2020,Topps,2020 Topps Archives - 1960 All-Star Rookies,,https://storage.googleapis.com/collx-user-cards/232360-316201407-front.jpg,
Baseball,752,Tom Gordon,Kansas City Royals,1990,Topps,1990 Topps,,https://storage.googleapis.com/collx-user-cards/232360-316201270-front.jpg,
Baseball,NG-8,Shohei Ohtani,Los Angeles Angels,2020,Panini,2020 Panini Prizm - Numbers Game,,https://storage.googleapis.com/collx-user-cards/232360-316201079-front.jpg,
Baseball,BTP-88,Ryan Mountcastle,Baltimore Orioles,2020,Bowman,2020 Bowman - Chrome Bowman Scouts Top 100,,https://storage.googleapis.com/collx-user-cards/232360-316200881-front.jpg,
Baseball,BTP-96,Luis Campusano,San Diego Padres,2020,Bowman,2020 Bowman - Chrome Bowman Scouts Top 100,,https://storage.googleapis.com/collx-user-cards/232360-316200829-front.jpg,
Baseball,299,Wander Franco,Tampa Bay Rays,2022,Topps,2022 Topps Gypsy Queen,RC,https://storage.googleapis.com/collx-user-cards/232360-316199394-front.jpg,
Baseball,TC52-49,Joey Bart,San Francisco Giants,2021,Topps,2021 Topps - 1952 Topps Redux Chrome,,https://storage.googleapis.com/collx-user-cards/232360-316199029-front.jpg,
Baseball,TDH-4,Willie Mays,New York Giants,2021,Topps,2021 Topps - Topps Double Headers,,https://storage.googleapis.com/collx-user-cards/232360-316197754-front.jpg,
Baseball,BP-85,Antonio Cabello,New York Yankees,2020,Bowman,2020 Bowman - Prospects Camo,,https://storage.googleapis.com/collx-user-cards/232360-316195468-front.jpg,
Baseball,366,Mark McGwire,Oakland Athletics,1987,Topps,1987 Topps,,https://storage.googleapis.com/collx-user-cards/232360-316194017-front.jpg,
Baseball,BFE-139,Anthony Volpe,New York Yankees,2020,Bowman,2020 Bowman 1st Edition,,https://storage.googleapis.com/collx-user-cards/232360-316193716-front.jpg,
Baseball,209,Ernie Banks,Chicago Cubs,2008,Upper Deck,2008 Upper Deck Goudey,SP,https://storage.googleapis.com/collx-user-cards/232360-316192714-front.jpg,
Baseball,TA3,Miguel Tejada,Oakland Athletics,2002,Topps,2002 Topps - Autographs,AU,https://storage.googleapis.com/collx-user-cards/232360-316190417-front.jpg,
Baseball,B55-19,Zac Gallen,Arizona Diamondbacks,2020,Topps,2020 Topps Archives - 1955 Bowman Archives,,https://storage.googleapis.com/collx-user-cards/232360-316109828-front.jpg,
Baseball,RP-3,Henry Davis,Pittsburgh Pirates,2022,Donruss,2022 Donruss - Rated Prospects Diamond,,https://storage.googleapis.com/collx-user-cards/232360-315267697-front.jpg,
Baseball,275,Barry Bonds,Pittsburgh Pirates,1992,Leaf,1992 Leaf,,https://storage.googleapis.com/collx-user-cards/232360-315267512-front.jpg,
Baseball,82,Barry Bonds,Pittsburgh Pirates,1992,,1992 Studio,,https://storage.googleapis.com/collx-user-cards/232360-315267391-front.jpg,
Baseball,66,Ke'Bryan Hayes,Pittsburgh Pirates,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-user-cards/232360-315267267-front.jpg,
Baseball,51,Ke'Bryan Hayes,Pittsburgh Pirates,2021,Bowman,2021 Bowman Platinum,RC,https://storage.googleapis.com/collx-user-cards/232360-315266897-front.jpg,
Baseball,102,Wil Crowe,Pittsburgh Pirates,2021,Panini,2021 Panini Prizm - White Wave Prizm,,https://storage.googleapis.com/collx-user-cards/232360-315254663-front.jpg,
Baseball,86B-21,Josh Bell,Pittsburgh Pirates,2021,Topps,2021 Topps - 1986 Topps Baseball 35th Anniversary (Series 1),,https://storage.googleapis.com/collx-user-cards/232360-315254368-front.jpg,
Baseball,125,Willie Stargell,Pittsburgh Pirates,2021,Panini,2021 Panini Prizm - Red/White/Blue Prizm,,https://storage.googleapis.com/collx-user-cards/232360-315254028-front.jpg,
Baseball,74,Roansy Contreras,Pittsburgh Pirates,2022,Donruss,2022 Donruss,RC,https://storage.googleapis.com/collx-user-cards/232360-315253700-front.jpg,
Baseball,450,Barry Bonds,Pittsburgh Pirates,1988,Topps,1988 Topps,,https://storage.googleapis.com/collx-user-cards/232360-315253345-front.jpg,
Baseball,BCP-85,Antonio Cabello,New York Yankees,2020,Bowman,2020 Bowman - Chrome Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-26382160-1661577307-front.jpg,
Baseball,BCP-140,Nick Bennett,Milwaukee Brewers,2020,Bowman,2020 Bowman - Chrome Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-26381697-1661577198-front.jpg,
Baseball,BAB-12,Gavin Lux,Los Angeles Dodgers,2020,,2020 Stadium Club - Bash & Burn,,https://storage.googleapis.com/collx-media/user_cards/232360-22904000-1660519397-front.jpg,
Baseball,160,Tony Gwynn,San Diego Padres,2020,,2020 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22903833-1660519362-front.jpg,
Baseball,65,Dario Agrazal,Detroit Tigers,2020,,2020 Stadium Club,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22903677-1660519329-front.jpg,
Baseball,34,Anthony Kay,Toronto Blue Jays,2020,,2020 Stadium Club,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22903651-1660519323-front.jpg,
Baseball,98,Sam Hilliard,Colorado Rockies,2020,,2020 Stadium Club,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22903372-1660519263-front.jpg,
Baseball,93,Kwang-Hyun Kim,St. Louis Cardinals,2020,,2020 Stadium Club,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22903176-1660519222-front.jpg,
Baseball,700,Nolan Ryan,Texas Rangers,1993,Topps,1993 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22898873-1660518352-front.jpg,
Baseball,662,Mike Schmidt,Philadelphia Phillies,1990,Topps,1990 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22898384-1660518243-front.jpg,
Baseball,300,George Brett,Kansas City Royals,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22898151-1660518200-front.jpg,
Baseball,335,Don Sutton,California Angels,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22897768-1660518124-front.jpg,
Baseball,400,Rod Carew,California Angels,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22897460-1660518051-front.jpg,
Baseball,102,George Brett,Kansas City Royals,1988,Donruss,1988 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22897407-1660518044-front.jpg,
Baseball,710,Mike Mussina,Baltimore Orioles,1993,Topps,1993 Topps - Gold,,https://storage.googleapis.com/collx-media/user_cards/232360-22896584-1660517870-front.jpg,
Baseball,10,Rickey Henderson,Oakland Athletics,1990,Fleer,1990 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22896516-1660517855-front.jpg,
Baseball,182,Max Scherzer,Washington Nationals,2021,Topps,2021 Topps Heritage,,https://storage.googleapis.com/collx-media/user_cards/232360-22896380-1660517824-front.jpg,
Baseball,120,Daulton Varsho,Arizona Diamondbacks,2021,Panini,2021 Panini Diamond Kings,"SP, RC",https://storage.googleapis.com/collx-media/user_cards/232360-22895872-1660517706-front.jpg,
Baseball,31,Andy Young,Arizona Diamondbacks,2021,Panini,2021 Panini Diamond Kings,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22895417-1660517596-front.jpg,
Baseball,T52-46,Vladimir Guerrero Jr,Toronto Blue Jays,2021,Topps,2021 Topps - 1952 Topps Redux,,https://storage.googleapis.com/collx-media/user_cards/232360-22890198-1660516491-front.jpg,
Baseball,T52-46,Vladimir Guerrero Jr,Toronto Blue Jays,2021,Topps,2021 Topps - 1952 Topps Redux,,https://storage.googleapis.com/collx-media/user_cards/232360-22888885-1660516208-front.jpg,
Baseball,BFE-128,Jose Tena,Cleveland Indians,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22468694-1660406692-front.jpg,
Baseball,BFE-131,Christopher Morel,Chicago Cubs,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22468665-1660406684-front.jpg,
Baseball,BFE-82,Antonio Gomez,New York Yankees,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22468644-1660406678-front.jpg,
Baseball,BFE-13,Jasson Dominguez,New York Yankees,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22468616-1660406672-front.jpg,
Baseball,BP-118,Grayson Rodriguez,Baltimore Orioles,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22468581-1660406660-front.jpg,
Baseball,BFE-142,Corbin Carroll,Arizona Diamondbacks,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22468323-1660406589-front.jpg,
Baseball,BP-16,Clayton Beeter,Los Angeles Dodgers,2021,Bowman,2021 Bowman - Prospects Neon Green,SN399,https://storage.googleapis.com/collx-media/user_cards/232360-22468301-1660406579-front.jpg,
Baseball,BP-105,MacKenzie Gore,San Diego Padres,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22468248-1660406566-front.jpg,
Baseball,BP-91,Tyler Callihan,Cincinnati Reds,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22468220-1660406559-front.jpg,
Baseball,BP-133,Mario Feliciano,Milwaukee Brewers,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22468191-1660406551-front.jpg,
Baseball,45,Jake Cronenworth,San Diego Padres,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467824-1660406462-front.jpg,
Baseball,68,Luis Campusano,San Diego Padres,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467808-1660406456-front.jpg,
Baseball,68,Luis Campusano,San Diego Padres,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467763-1660406448-front.jpg,
Baseball,26,Bobby Dalbec,Boston Red Sox,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467696-1660406432-front.jpg,
Baseball,26,Bobby Dalbec,Boston Red Sox,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467659-1660406422-front.jpg,
Baseball,BP-77,Carson Tucker,Cleveland Indians,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22467579-1660406401-front.jpg,
Baseball,18,Leody Taveras,Texas Rangers,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22467148-1660406286-front.jpg,
Baseball,BP-4,Riley Greene,Detroit Tigers,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22467124-1660406279-front.jpg,
Baseball,BP-78,Emerson Hancock,Seattle Mariners,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22467081-1660406269-front.jpg,
Baseball,72,Deivi Garcia,New York Yankees,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22465684-1660405909-front.jpg,
Baseball,BP-135,Jarren Duran,Boston Red Sox,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22465587-1660405889-front.jpg,
Baseball,BP-102,Jarred Kelenic,Seattle Mariners,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22465553-1660405881-front.jpg,
Baseball,BP-101,Xavier Edwards,Tampa Bay Rays,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22465472-1660405861-front.jpg,
Baseball,BFE-125,Aaron Sabato,Minnesota Twins,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22465394-1660405844-front.jpg,
Baseball,BFE-62,Isaiah Greene,New York Mets,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22464531-1660405637-front.jpg,
Baseball,BP-44,Bryce Jarvis,Arizona Diamondbacks,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22464502-1660405630-front.jpg,
Baseball,BP-96,Spencer Torkelson,Detroit Tigers,2021,Bowman,2021 Bowman - Prospects,,https://storage.googleapis.com/collx-media/user_cards/232360-22464446-1660405618-front.jpg,
Baseball,BFE-110,Jose Salas,Miami Marlins,2021,Bowman,2021 Bowman 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22464402-1660405606-front.jpg,
Baseball,243,Ozzie Smith,St. Louis Cardinals,1988,Donruss,1988 Donruss Baseball's Best,,https://storage.googleapis.com/collx-media/user_cards/232360-22157173-1660314961-front.jpg,
Baseball,261,Barry Bonds,Pittsburgh Pirates,1991,Leaf,1991 Leaf,,https://storage.googleapis.com/collx-media/user_cards/232360-22156958-1660314873-front.jpg,
Baseball,714,George Brett,Kansas City Royals,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22156879-1660314836-front.jpg,
Baseball,395,Danny Jackson,Cincinnati Reds,1989,Topps,1989 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22156865-1660314830-front.jpg,
Baseball,390,Ken Griffey,Atlanta Braves,1988,Score,1988 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22156615-1660314722-front.jpg,
Baseball,840,Frank Thomas,Chicago White Sox,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22156609-1660314721-front.jpg,
Baseball,120,Kirby Puckett,Minnesota Twins,1988,Topps,1988 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22156557-1660314700-front.jpg,
Baseball,9,Fred Lynn,California Angels,1981,Topps,1981 Topps Drake's Big Hitters,,https://storage.googleapis.com/collx-media/user_cards/232360-22156177-1660314564-front.jpg,
Baseball,227,Barry Bonds,Pittsburgh Pirates,1990,Upper Deck,1990 Upper Deck,,https://storage.googleapis.com/collx-media/user_cards/232360-22156140-1660314547-front.jpg,
Baseball,36,Tigers Leaders,Detroit Tigers,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22155992-1660314477-front.jpg,
Baseball,444,Cal Ripken Sr.,Baltimore Orioles,1988,Topps,1988 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22155923-1660314453-front.jpg,
Baseball,464,Deion Sanders,Atlanta Braves,1992,,1992 Ultra,,https://storage.googleapis.com/collx-media/user_cards/232360-22155902-1660314447-front.jpg,
Baseball,654,Paul Coleman,St. Louis Cardinals,1990,Topps,1990 Topps,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22155702-1660314370-front.jpg,
Baseball,67,Jim Mason,Texas Rangers,1979,Topps,1979 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22155656-1660314352-front.jpg,
Baseball,346,Terry Pendleton,St. Louis Cardinals,1985,,1985 O-Pee-Chee,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22155428-1660314265-front.jpg,
Baseball,385,Jose DeLeon,Pittsburgh Pirates,1985,Topps,1985 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22155403-1660314255-front.jpg,
Baseball,191,Steve Nicosia,San Francisco Giants,1985,Topps,1985 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22155379-1660314246-front.jpg,
Baseball,671,Chipper Jones,Atlanta Braves,1991,Score,1991 Score,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22155315-1660314218-front.jpg,
Baseball,63,Bo Jackson,Kansas City Royals,1990,Donruss,1990 Donruss Best of the AL,,https://storage.googleapis.com/collx-media/user_cards/232360-22155287-1660314207-front.jpg,
Baseball,185,Mark McGwire,Oakland Athletics,1990,Donruss,1990 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22153941-1660313619-front.jpg,
Baseball,643,Fergie Jenkins,Texas Rangers,1982,Donruss,1982 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22153876-1660313590-front.jpg,
Baseball,205,Josh Beckett,Kane County Cougars,2000,,2000 Just,,https://storage.googleapis.com/collx-media/user_cards/232360-22153787-1660313545-front.jpg,
Baseball,11b,Mark McGwire,Oakland Athletics,1991,Donruss,1991 Donruss - Grand Slammers,,https://storage.googleapis.com/collx-media/user_cards/232360-22153500-1660313417-front.jpg,
Baseball,49,Nolan Ryan,Texas Rangers,1990,Donruss,1990 Donruss Best of the AL,,https://storage.googleapis.com/collx-media/user_cards/232360-22153371-1660313354-front.jpg,
Baseball,643,Fergie Jenkins,Texas Rangers,1982,Donruss,1982 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22153288-1660313313-front.jpg,
Baseball,455,Randy Johnson,Seattle Mariners,1991,Fleer,1991 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22153216-1660313277-front.jpg,
Baseball,80,Roger Clemens,Boston Red Sox,1992,,1992 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22153178-1660313259-front.jpg,
Baseball,271,Roger Clemens,Boston Red Sox,1990,Fleer,1990 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22153112-1660313225-front.jpg,
Baseball,100,Don Mattingly,New York Yankees,1989,Score,1989 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22152834-1660313114-front.jpg,
Baseball,631,National League Batt,,1988,Fleer,1988 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22152784-1660313097-front.jpg,
Baseball,150,George Brett,Kansas City Royals,1992,,1992 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22152765-1660313091-front.jpg,
Baseball,3,Ryne Sandberg,Chicago Cubs,1992,,1992 Studio - Studio Previews,,https://storage.googleapis.com/collx-media/user_cards/232360-22152756-1660313087-front.jpg,
Baseball,10,Rickey Henderson,Oakland Athletics,1990,Fleer,1990 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22152660-1660313050-front.jpg,
Baseball,50,John Smoltz,Atlanta Braves,1990,Donruss,1990 Donruss Best of the NL,,https://storage.googleapis.com/collx-media/user_cards/232360-22152575-1660313016-front.jpg,
Baseball,892,"Ken Griffey, Jr.",Seattle Mariners,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22152449-1660312960-front.jpg,
Baseball,16,Andy Pettitte,Houston Astros,2006,Fleer,2006 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22152384-1660312935-front.jpg,
Baseball,641,Roger Clemens,Boston Red Sox,1992,Upper Deck,1992 Upper Deck,,https://storage.googleapis.com/collx-media/user_cards/232360-22152321-1660312901-front.jpg,
Baseball,798,Tino Martinez,Seattle Mariners,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22152152-1660312831-front.jpg,
Baseball,206,Tony Gwynn,San Diego Padres,1992,Leaf,1992 Leaf,,https://storage.googleapis.com/collx-media/user_cards/232360-22152047-1660312796-front.jpg,
Baseball,856,Don Mattingly,New York Yankees,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22151743-1660312682-front.jpg,
Baseball,A♥,Dave Justice,Atlanta Braves,1992,,1992 Bicycle Atlanta Braves World Series Playing Cards,,https://storage.googleapis.com/collx-media/user_cards/232360-22151720-1660312672-front.jpg,
Baseball,7,Darryl Strawberry,New York Mets,1988,Topps,1988 Topps Rite-Aid Team MVP's,,https://storage.googleapis.com/collx-media/user_cards/232360-22151703-1660312666-front.jpg,
Baseball,893,Benny Santiago,San Diego Padres,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22151682-1660312658-front.jpg,
Baseball,51,Roy Halladay,Toronto Blue Jays,2006,Fleer,2006 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22151578-1660312623-front.jpg,
Baseball,70YTC-8,Paul Goldschmidt,St. Louis Cardinals,2021,Topps,2021 Topps - 70 Years of Topps Baseball Chrome (Series 1),,https://storage.googleapis.com/collx-media/user_cards/232360-22151551-1660312614-front.jpg,
Baseball,695,Kenny Lofton,Cleveland Indians,1992,,1992 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22151522-1660312605-front.jpg,
Baseball,218,Dave Henderson,Oakland Athletics,1992,,1992 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22151501-1660312597-front.jpg,
Baseball,181,Harold Reynolds,Seattle Mariners,1992,,1992 Stadium Club,,https://storage.googleapis.com/collx-media/user_cards/232360-22151381-1660312556-front.jpg,
Baseball,101,Robin Ventura,Chicago White Sox,1989,,1989 Star,,https://storage.googleapis.com/collx-media/user_cards/232360-22151369-1660312549-front.jpg,
Baseball,269,Andre Dawson,Chicago Cubs,1988,Donruss,1988 Donruss Chicago Cubs Team Collection,,https://storage.googleapis.com/collx-media/user_cards/232360-22151342-1660312540-front.jpg,
Baseball,I-MF,Michael Fulmer,Detroit Tigers,2017,Topps,2017 Topps Bunt - Infinite,,https://storage.googleapis.com/collx-media/user_cards/232360-22151293-1660312522-front.jpg,
Baseball,I-KM,Kenta Maeda,Los Angeles Dodgers,2017,Topps,2017 Topps Bunt - Infinite Purple,SN25,https://storage.googleapis.com/collx-media/user_cards/232360-22151207-1660312488-front.jpg,
Baseball,34,Michael Dunn,New York Yankees,2010,Topps,2010 Topps - Gold,"RC, SN2010",https://storage.googleapis.com/collx-media/user_cards/232360-22151188-1660312483-front.jpg,
Baseball,33,Adam Moore,Seattle Mariners,2010,Topps,2010 Topps - Vintage Cardstock,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22151165-1660312474-front.jpg,
Baseball,245,Willie Calhoun,Texas Rangers,2018,Topps,2018 Topps - All-Star Game,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22151136-1660312461-front.jpg,
Baseball,62,Austin Hays,Baltimore Orioles,2018,Topps,2018 Topps - Limited,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22151110-1660312453-front.jpg,
Baseball,85TB-37,Josh Bell,Pittsburgh Pirates,2020,Topps,2020 Topps - 1985 Topps Baseball 35th Anniversary Black (Series Two),SN299,https://storage.googleapis.com/collx-media/user_cards/232360-22151081-1660312443-front.jpg,
Baseball,204,Phil Niekro,New York Yankees,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22151048-1660312432-front.jpg,
Baseball,204,Phil Niekro,New York Yankees,1986,Topps,1986 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22150892-1660312370-front.jpg,
Baseball,85AS-43,Gleyber Torres,New York Yankees,2020,Topps,2020 Topps - 1985 Topps Baseball 35th Anniversary All-Stars,,https://storage.googleapis.com/collx-media/user_cards/232360-22150881-1660312365-front.jpg,
Baseball,381,Kyle Garlick,Los Angeles Dodgers,2020,Topps,2020 Topps - Vintage Stock,"RC, SN99",https://storage.googleapis.com/collx-media/user_cards/232360-22150870-1660312361-front.jpg,
Baseball,SS-24,Trea Turner,Washington Nationals,2020,Topps,2020 Topps - Significant Statistics,,https://storage.googleapis.com/collx-media/user_cards/232360-22150850-1660312350-front.jpg,
Baseball,366,George Brett,Kansas City Royals,1987,Fleer,1987 Fleer,,https://storage.googleapis.com/collx-media/user_cards/232360-22150829-1660312341-front.jpg,
Baseball,421,Andre Dawson,Montreal Expos,1985,Donruss,1985 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22150637-1660312271-front.jpg,
Baseball,305,Steve Carlton,Philadelphia Phillies,1985,Donruss,1985 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22150617-1660312263-front.jpg,
Baseball,292,Rollie Fingers,Milwaukee Brewers,1985,Donruss,1985 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22150596-1660312255-front.jpg,
Baseball,140,Jose Altuve,Houston Astros,2017,Topps,2017 Topps Bunt,,https://storage.googleapis.com/collx-media/user_cards/232360-22150476-1660312210-front.jpg,
Baseball,66,Ke'Bryan Hayes,Pittsburgh Pirates,2021,Bowman,2021 Bowman,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22150350-1660312160-front.jpg,
Baseball,294,Charlie Spikes,Atlanta Braves,1980,Topps,1980 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22150311-1660312146-front.jpg,
Baseball,LTM-GS,Giancarlo Stanton,Miami Marlins,2018,Topps,2018 Topps - Legends in the Making (Series 1),,https://storage.googleapis.com/collx-media/user_cards/232360-22150279-1660312130-front.jpg,
Baseball,I-GS,George Springer,Houston Astros,2017,Topps,2017 Topps Bunt - Infinite,,https://storage.googleapis.com/collx-media/user_cards/232360-22150221-1660312106-front.jpg,
Baseball,I-MB,Mookie Betts,Boston Red Sox,2017,Topps,2017 Topps Bunt - Infinite,,https://storage.googleapis.com/collx-media/user_cards/232360-22150178-1660312085-front.jpg,
Baseball,147,Sammy Sosa,Chicago White Sox,1991,Donruss,1991 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22150072-1660312031-front.jpg,
Baseball,740,Sammy Sosa,Chicago White Sox,1992,Donruss,1992 Donruss,,https://storage.googleapis.com/collx-media/user_cards/232360-22149971-1660311989-front.jpg,
Baseball,188,Randy Johnson,Seattle Mariners,1998,,1998 Pacific - Platinum Blue,,https://storage.googleapis.com/collx-media/user_cards/232360-22149914-1660311964-front.jpg,
Baseball,880,Dave Justice,Atlanta Braves,1991,Score,1991 Score,,https://storage.googleapis.com/collx-media/user_cards/232360-22149522-1660311784-front.jpg,
Baseball,673,Robbie Beckett,San Diego Padres,1991,Score,1991 Score,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22149490-1660311772-front.jpg,
Baseball,134,Mark Grace,Chicago Cubs,1991,Upper Deck,1991 Upper Deck,,https://storage.googleapis.com/collx-media/user_cards/232360-22149477-1660311765-front.jpg,
Baseball,271,Bob Boone,Kansas City Royals,1990,Upper Deck,1990 Upper Deck,,https://storage.googleapis.com/collx-media/user_cards/232360-22148970-1660311532-front.jpg,
Baseball,602,Gary Carter,New York Mets,1987,Topps,1987 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22148936-1660311524-front.jpg,
Baseball,312,Tyler Flowers,Chicago White Sox,2010,Topps,2010 Topps,RC,https://storage.googleapis.com/collx-media/user_cards/232360-22148771-1660311469-front.jpg,
Baseball,189,Sandy Alomar,Cleveland Indians,1991,Leaf,1991 Leaf,,https://storage.googleapis.com/collx-media/user_cards/232360-22148462-1660311357-front.jpg,
Baseball,58,Joc Pederson,Los Angeles Dodgers,2016,Topps,2016 Topps Chrome - Refractor,,https://storage.googleapis.com/collx-media/user_cards/232360-22148018-1660311180-front.jpg,
Baseball,624,Larry Herndon,San Francisco Giants,1979,Topps,1979 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22147971-1660311159-front.jpg,
Baseball,154,Trot Nixon,Boston Red Sox,2005,Topps,2005 Topps 1st Edition,,https://storage.googleapis.com/collx-media/user_cards/232360-22147637-1660311031-front.jpg,
Baseball,48,Jake Peavy,San Diego Padres,2009,Upper Deck,2009 Upper Deck Icons,,https://storage.googleapis.com/collx-media/user_cards/232360-22147620-1660311022-front.jpg,
Baseball,116,Johan Santana,Minnesota Twins,2005,Topps,2005 Topps Opening Day,,https://storage.googleapis.com/collx-media/user_cards/232360-22147605-1660311018-front.jpg,
Baseball,74,Tim Wakefield,Boston Red Sox,2005,Topps,2005 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-22147565-1660310997-front.jpg,
