category,number,name,team,year,brand,set,flags,front_image,back_image
Football,8,D'Andre Swift,Georgia Bulldogs,2020,Panini,2020 Panini Chronicles Draft Picks - Phoenix Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21461244-1660091135-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21461244-1660091135-back.jpg
Football,8,D'Andre Swift,Georgia Bulldogs,2020,Panini,2020 Panini Chronicles Draft Picks - Phoenix Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21461001-1660091087-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21461001-1660091087-back.jpg
Football,79,AJ Dillon,Boston College Eagles,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21460710-1660091030-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21460710-1660091030-back.jpg
Football,96,Jeff Saturday,Indianapolis Colts,2020,Panini,2020 Panini Mosaic,,https://storage.googleapis.com/collx-media/user_cards/232360-21460460-1660090983-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21460460-1660090983-back.jpg
Football,75,Tom Brady,New England Patriots,2018,Panini,2018 Panini Prestige - Xtra Points Purple,,https://storage.googleapis.com/collx-media/user_cards/232360-21459805-1660090849-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21459805-1660090849-back.jpg
Football,97,Tom Brady,Michigan Wolverines,2020,Panini,2020 Panini Contenders Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21457718-1660090398-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21457718-1660090398-back.jpg
Football,100,Tom Brady,Michigan Wolverines,2020,Prizm,2020 Panini Prizm Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21170188-1660004451-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21170188-1660004451-back.jpg
Football,152,J.K. Dobbins,Baltimore Ravens,2020,Select,2020 Panini Select - Maroon Prizm Die Cut,RC,https://storage.googleapis.com/collx-media/user_cards/232360-21162663-1660002754-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21162663-1660002754-back.jpg
Football,328,Clyde Edwards-Helair,Kansas City Chiefs,2020,Panini,2020 Panini Prizm,RC,https://storage.googleapis.com/collx-media/user_cards/232360-21143916-1659998664-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143916-1659998664-back.jpg
Football,181,Cole Kmet,Chicago Bears,2020,Optic,2020 Donruss Optic - Blue Scope,RC,https://storage.googleapis.com/collx-media/user_cards/232360-21143693-1659998624-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143693-1659998624-back.jpg
Football,7,Christian McCaffrey,Carolina Panthers,2020,Select,2020 Panini Select - Blue Prizm Die Cut,,https://storage.googleapis.com/collx-media/user_cards/232360-21143366-1659998548-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21143366-1659998548-back.jpg
Football,4,Peyton Manning,Indianapolis Colts,2020,Panini,2020 Panini Phoenix - Fire Forged Orange,SN99,https://storage.googleapis.com/collx-media/user_cards/232360-21142971-1659998469-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21142971-1659998469-back.jpg
Football,82,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-21133964-1659996458-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21133964-1659996458-back.jpg
Football,61,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks - Pink,,https://storage.googleapis.com/collx-media/user_cards/232360-21133615-1659996375-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21133615-1659996375-back.jpg
Football,101,Trevor Lawrence,Jacksonville Jaguars,2021,Panini,2021 Panini Playbook,RC,https://storage.googleapis.com/collx-media/user_cards/232360-21132538-1659996109-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21132538-1659996109-back.jpg
Football,321,Lawrence Taylor,New York Giants,1984,Topps,1984 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-21132207-1659996024-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-21132207-1659996024-back.jpg
Football,7,Tom Brady,Tampa Bay Buccaneers,2021,Donruss,2021 Donruss Elite,,https://storage.googleapis.com/collx-media/user_cards/232360-20973388-1659937237-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20973388-1659937237-back.jpg
Football,121,Josh Allen,Buffalo Bills,2020,Prizm,2020 Panini Select - Purple Prizm Die Cut,,https://storage.googleapis.com/collx-media/user_cards/232360-20973115-1659937146-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20973115-1659937146-back.jpg
Football,125,Darnell Mooney,Chicago Bears,2020,Donruss,2020 Donruss Optic,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20971351-1659936510-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20971351-1659936510-back.jpg
Football,270,Rondale Moore,Arizona Cardinals,2021,Donruss,2021 Donruss - Rated Rookies Portrait,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20971229-1659936467-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20971229-1659936467-back.jpg
Football,260,Trey Lance,North Dakota State Bison,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20970971-1659936376-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20970971-1659936376-back.jpg
Football,129,Josh Allen,Wyoming Cowboys,2018,Sage,2018 SAGE HIT,,https://storage.googleapis.com/collx-media/user_cards/232360-20970705-1659936297-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20970705-1659936297-back.jpg
Football,133,Amon-Ra St. Brown,USC Trojans,2021,Panini,2021 Panini Prizm Draft Picks Collegiate,,https://storage.googleapis.com/collx-media/user_cards/232360-20970477-1659936230-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20970477-1659936230-back.jpg
Football,140,Mac Jones,Alabama Crimson Tide,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20970254-1659936167-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20970254-1659936167-back.jpg
Football,OS1,Peyton Manning,Indianapolis Colts,2020,Panini,2020 Panini Mosaic - Old School,,https://storage.googleapis.com/collx-media/user_cards/232360-20970062-1659936099-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20970062-1659936099-back.jpg
Football,137,DeVonta Smith,Alabama Crimson Tide,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20968545-1659935503-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20968545-1659935503-back.jpg
Football,138,Terry McLaurin,Washington Redskins,2019,Panini,2019 Panini Absolute,"RC, SN199",https://storage.googleapis.com/collx-media/user_cards/232360-20968339-1659935426-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20968339-1659935426-back.jpg
Football,161,Jonathan Taylor,Indianapolis Colts,2020,Panini,2020 Panini Absolute - Retail,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20968220-1659935376-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20968220-1659935376-back.jpg
Football,24,Tee Higgins,Clemson Tigers,2020,Panini,2020 Panini Chronicles Draft Picks - Crown Royale Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20967890-1659935264-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20967890-1659935264-back.jpg
Football,5,CeeDee Lamb,Oklahoma Sooners,2020,Donruss,2020 Panini Chronicles Draft Picks - Donruss Rated Rookies Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20967746-1659935220-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20967746-1659935220-back.jpg
Football,159,Justin Fields,Ohio State Buckeyes,2021,Panini,2021 Panini Chronicles Draft Picks - Blue,SN99,https://storage.googleapis.com/collx-media/user_cards/232360-20967420-1659935118-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20967420-1659935118-back.jpg
Football,43,Charles Tillman,Chicago Bears,2020,Panini,2020 Panini Mosaic,,https://storage.googleapis.com/collx-media/user_cards/232360-20966854-1659934951-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20966854-1659934951-back.jpg
Football,41,David Montgomery,Chicago Bears,2020,Panini,2020 Panini Mosaic - Choice Prizm Fusion Red,SN80,https://storage.googleapis.com/collx-media/user_cards/232360-20966563-1659934871-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20966563-1659934871-back.jpg
Football,234,Amon-Ra St. Brown,Detroit Lions,2021,Panini,2021 Panini Prestige - Xtra Points Diamond,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20966161-1659934747-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20966161-1659934747-back.jpg
Football,330,Justin Tucker,Baltimore Ravens,2020,Panini,2020 Panini Select,,https://storage.googleapis.com/collx-media/user_cards/232360-20965188-1659934459-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20965188-1659934459-back.jpg
Football,117,Chase Young,Washington Redskins,2020,Panini,2020 Panini Absolute - Retail,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20964489-1659934245-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20964489-1659934245-back.jpg
Football,193,Trevon Diggs,Dallas Cowboys,2020,Panini,2020 Panini Absolute,"RC, SN199",https://storage.googleapis.com/collx-media/user_cards/232360-20963463-1659933970-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20963463-1659933970-back.jpg
Football,142,Justin Fields,Ohio State Buckeyes,2021,Panini,2021 Panini Legacy,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20962216-1659933637-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20962216-1659933637-back.jpg
Football,101,Trevor Lawrence,Jacksonville Jaguars,2021,Panini,2021 Panini Absolute - Retail,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20961920-1659933560-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20961920-1659933560-back.jpg
Football,124,Amon-Ra St. Brown,USC Trojans,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20961703-1659933509-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20961703-1659933509-back.jpg
Football,43,Josh Allen,Wyoming Cowboys,2018,Sage,2018 SAGE HIT,,https://storage.googleapis.com/collx-media/user_cards/232360-20960447-1659933190-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20960447-1659933190-back.jpg
Football,SM23,Josh Allen,Buffalo Bills,2020,Panini,2020 Panini Mosaic - Stare Masters,,https://storage.googleapis.com/collx-media/user_cards/232360-20959909-1659933055-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20959909-1659933055-back.jpg
Football,454,Brandon Aiyuk,San Francisco 49ers,2020,Panini,2020 Panini Chronicles - 2020 Score Update Rookies,,https://storage.googleapis.com/collx-media/user_cards/232360-20959592-1659932984-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20959592-1659932984-back.jpg
Football,108,Justin Fields,Chicago Bears,2021,Panini,2021 Panini Playbook,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20958216-1659932637-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20958216-1659932637-back.jpg
Football,219,Patrick Surtain II,Alabama Crimson Tide,2021,Optic,2021 Panini Chronicles Draft Picks - Donruss Optic Rated Rookies Holo,,https://storage.googleapis.com/collx-media/user_cards/232360-20957324-1659932428-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20957324-1659932428-back.jpg
Football,16,James White,New England Patriots,2020,Panini,2020 Panini Phoenix - Game Over,,https://storage.googleapis.com/collx-media/user_cards/232360-20956634-1659932272-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20956634-1659932272-back.jpg
Football,135,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20956258-1659932174-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20956258-1659932174-back.jpg
Football,259,Justin Fields,Ohio State Buckeyes,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20955717-1659932056-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20955717-1659932056-back.jpg
Football,35,DeAndre Hopkins,Clemson Tigers,2021,Panini,2021 Panini Prizm Draft Picks Collegiate - Orange Ice,,https://storage.googleapis.com/collx-media/user_cards/232360-20954944-1659931877-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20954944-1659931877-back.jpg
Football,135,Tom Brady,Tampa Bay Buccaneers,2020,Panini,2020 Panini Mosaic,,https://storage.googleapis.com/collx-media/user_cards/232360-20952826-1659931365-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20952826-1659931365-back.jpg
Football,135,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20951394-1659930979-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20951394-1659930979-back.jpg
Football,293,Elijah Moore,Ole Miss Rebels,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20950611-1659930766-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20950611-1659930766-back.jpg
Football,266,Kyler Murray,Arizona Cardinals,2020,Panini,2020 Panini Prizm,,https://storage.googleapis.com/collx-media/user_cards/232360-20949899-1659930598-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20949899-1659930598-back.jpg
Football,WW20,Randy Moss,Minnesota Vikings,2020,Panini,2020 Panini Mosaic - Will to Win,,https://storage.googleapis.com/collx-media/user_cards/232360-20945411-1659929459-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20945411-1659929459-back.jpg
Football,268,Jalen Reagor,Philadelphia Eagles,2020,Prizm,2020 Panini Select - Silver Prizm,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20945110-1659929368-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20945110-1659929368-back.jpg
Football,135,Michael Thomas,New Orleans Saints,2020,Panini,2020 Panini Select - Silver Prizm,,https://storage.googleapis.com/collx-media/user_cards/232360-20944775-1659929271-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20944775-1659929271-back.jpg
Football,86,Tom Brady,Tampa Bay Buccaneers,2021,Panini,2021 Panini Certified,,https://storage.googleapis.com/collx-media/user_cards/232360-20940620-1659928337-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20940620-1659928337-back.jpg
Football,92,Tom Brady,Tampa Bay Buccaneers,2020,Optic,2020 Donruss Optic,,https://storage.googleapis.com/collx-media/user_cards/232360-20939826-1659928152-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20939826-1659928152-back.jpg
Football,265,Pete Brock / Stan Br,,1982,Topps,1982 Topps,,https://storage.googleapis.com/collx-media/user_cards/232360-20932008-1659926435-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20932008-1659926435-back.jpg
Football,59,Davante Adams,Green Bay Packers,2021,Panini,2021 Panini Absolute - Retail,,https://storage.googleapis.com/collx-media/user_cards/232360-20915773-1659922806-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20915773-1659922806-back.jpg
Football,161,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20914805-1659922590-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20914805-1659922590-back.jpg
Football,287,Raekwon Davis,Miami Dolphins,2020,Panini,2020 Panini Prestige - Xtra Points Green,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20913663-1659922350-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20913663-1659922350-back.jpg
Football,6,Cam Akers,Los Angeles Rams,2020,Panini,2020 Panini Prizm - Rookie Gear Pink,MEM,https://storage.googleapis.com/collx-media/user_cards/232360-20903510-1659920222-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20903510-1659920222-back.jpg
Football,103,Russell Wilson,Seattle Seahawks,2020,Panini,2020 Panini Select - Blue Prizm Die Cut,,https://storage.googleapis.com/collx-media/user_cards/232360-20900678-1659919581-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20900678-1659919581-back.jpg
Football,10,DeAndre Hopkins,Arizona Cardinals,2020,Panini,2020 Panini Mosaic,,https://storage.googleapis.com/collx-media/user_cards/232360-20897298-1659918856-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20897298-1659918856-back.jpg
Football,74,Cole Kmet,Chicago Bears,2020,Panini,2020 Panini Select - Blue Prizm Die Cut,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20895118-1659918459-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20895118-1659918459-back.jpg
Football,5,CeeDee Lamb,Oklahoma Sooners,2020,Panini,2020 Panini Chronicles Draft Picks - Absolute Rookies Spectrum,,https://storage.googleapis.com/collx-media/user_cards/232360-20891792-1659917754-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20891792-1659917754-back.jpg
Football,65,AJ Dillon,Green Bay Packers,2020,Select,2020 Panini Select,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20886070-1659916486-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20886070-1659916486-back.jpg
Football,256,Rob Gronkowski,Tampa Bay Buccaneers,2020,Panini,2020 Panini Prizm,,https://storage.googleapis.com/collx-media/user_cards/232360-20883825-1659916032-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20883825-1659916032-back.jpg
Football,314,Jerry Jeudy,Denver Broncos,2020,Panini,2020 Panini Prizm,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20882108-1659915662-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20882108-1659915662-back.jpg
Football,TL-10,A.J. Brown / Derrick,Tennessee Titans,2020,Panini,2020 Panini Playoff - Thunder & Lightning,,https://storage.googleapis.com/collx-media/user_cards/232360-20881380-1659915498-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20881380-1659915498-back.jpg
Football,111,Josh Allen,Wyoming Cowboys,2018,Sage,2018 SAGE HIT,,https://storage.googleapis.com/collx-media/user_cards/232360-20879305-1659915065-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20879305-1659915065-back.jpg
Football,33,Justin Fields,Ohio State Buckeyes,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20878145-1659914832-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20878145-1659914832-back.jpg
Football,59,Justin Fields,Ohio State Buckeyes,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20876467-1659914485-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20876467-1659914485-back.jpg
Football,130,Kwity Paye,Michigan Wolverines,2021,Panini,2021 Panini Chronicles Draft Picks - Red,SN149,https://storage.googleapis.com/collx-media/user_cards/232360-20874515-1659914092-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20874515-1659914092-back.jpg
Football,25,Andy Dalton,Chicago Bears,2021,Panini,2021 Panini Absolute - Retail,,https://storage.googleapis.com/collx-media/user_cards/232360-20873753-1659913910-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20873753-1659913910-back.jpg
Football,M-18,Jalen Hurts,Philadelphia Eagles,2020,Panini,2020 Panini Chronicles - Playoff Momentum SSD Rookies,,https://storage.googleapis.com/collx-media/user_cards/232360-20869152-1659912822-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20869152-1659912822-back.jpg
Football,RR-AD,AJ Dillon,Green Bay Packers,2020,Panini,2020 Panini Chronicles - Clearly Donruss Rated Rookies,,https://storage.googleapis.com/collx-media/user_cards/232360-20868821-1659912758-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20868821-1659912758-back.jpg
Football,266,Kyler Murray,Arizona Cardinals,2020,Panini,2020 Panini Prizm,,https://storage.googleapis.com/collx-media/user_cards/232360-20859901-1659910816-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20859901-1659910816-back.jpg
Football,WT-ARO,Aaron Rodgers,Green Bay Packers,2021,Panini,2021 Panini Contenders - Winning Ticket Ruby,,https://storage.googleapis.com/collx-media/user_cards/232360-20463519-1659803740-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20463519-1659803740-back.jpg
Football,SN-ZWI,Zach Wilson,New York Jets,2021,Panini,2021 Panini Contenders - Supernatural,,https://storage.googleapis.com/collx-media/user_cards/232360-20462344-1659803467-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20462344-1659803467-back.jpg
Football,RS-PM,Peyton Manning,Indianapolis Colts,2020,Optic,2020 Donruss Optic - Retro Series,,https://storage.googleapis.com/collx-media/user_cards/232360-20454193-1659801547-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20454193-1659801547-back.jpg
Football,SN-MJO,Mac Jones,New England Patriots,2021,Panini,2021 Panini Contenders - Supernatural,,https://storage.googleapis.com/collx-media/user_cards/232360-20453666-1659801421-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20453666-1659801421-back.jpg
Football,AIR-TB,Tom Brady,New England Patriots,2019,Panini,2019 Panini Rookies & Stars - Airborne Red,SN75,https://storage.googleapis.com/collx-media/user_cards/232360-20453054-1659801273-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20453054-1659801273-back.jpg
Football,161,Zach Wilson,BYU Cougars,2021,Panini,2021 Panini Chronicles Draft Picks,,https://storage.googleapis.com/collx-media/user_cards/232360-20449404-1659800317-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20449404-1659800317-back.jpg
Football,P-253,Justin Fields,Chicago Bears,2021,Optic,2021 Donruss - Optic Rated Rookie Preview Red,,https://storage.googleapis.com/collx-media/user_cards/232360-20446615-1659799544-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20446615-1659799544-back.jpg
Football,153,Jonathan Taylor,Indianapolis Colts,2020,Select,2020 Panini Select,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20446039-1659799392-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20446039-1659799392-back.jpg
Football,64,Mike Evans,Texas A&M Aggies,2021,Prizm,2021 Panini Prizm Draft Picks Collegiate - Green,,https://storage.googleapis.com/collx-media/user_cards/232360-20440705-1659797969-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20440705-1659797969-back.jpg
Football,355,Joe Tryon-Shoyinka,Tampa Bay Buccaneers,2021,Panini,2021 Panini Mosaic - Prizm Orange Fluorescent,"RC, SN25",https://storage.googleapis.com/collx-media/user_cards/232360-20440174-1659797824-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20440174-1659797824-back.jpg
Football,200,Darnell Mooney,Chicago Bears,2020,Select,2020 Panini Select - Purple Prizm Die Cut,RC,https://storage.googleapis.com/collx-media/user_cards/232360-20434532-1659796201-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20434532-1659796201-back.jpg
Football,33,Trevor Lawrence,,2021,Topps,2021 Topps x Trevor Lawrence,,https://storage.googleapis.com/collx-media/user_cards/232360-20402466-1659779228-front.jpg,https://storage.googleapis.com/collx-media/user_cards/232360-20402466-1659779228-back.jpg
Football,NG-17,Rondale Moore,Arizona Cardinals,2021,Panini,2021 Panini Certified - New Generation Jerseys Mirror Bronze,"MEM, SN249",https://storage.googleapis.com/collx-user-cards/628086-314670182-front.jpg,
Football,6,Khalil Herbert,Chicago Bears,2023,Panini,2023 Panini Gold Standard - White Gold Memorabilia,"MEM, SN299",https://storage.googleapis.com/collx-user-cards/628086-314603801-front.jpg,
Football,26,Patrick Mahomes II,Texas Tech Red Raiders,2023,Panini,2023 Panini Select Draft Picks,,https://storage.googleapis.com/collx-user-cards/343345-293667800-front.jpg,
Football,104,Anthony Richardson,Indianapolis Colts,2023,Panini,2023 Panini Absolute - Retail,RC,https://storage.googleapis.com/collx-user-cards/232360-372568708-front.jpg,
Football,117,Tyreek Hill,Kansas City Chiefs,2021,Donruss,2021 Donruss,,https://storage.googleapis.com/collx-user-cards/232360-369160551-front.jpg,
Football,1,Emmitt Smith,Dallas Cowboys,1991,,1991 Ultra - Ultra Performances,,https://storage.googleapis.com/collx-user-cards/232360-369160474-front.jpg,
Football,127,Justin Jefferson,Minnesota Vikings,2021,Donruss,2021 Donruss,,https://storage.googleapis.com/collx-user-cards/232360-369160145-front.jpg,
Football,118,Travis Kelce,Kansas City Chiefs,2021,Donruss,2021 Donruss,,https://storage.googleapis.com/collx-user-cards/232360-369160097-front.jpg,
Football,5,Travis Kelce,Kansas City Chiefs,2021,Score,2021 Score,,https://storage.googleapis.com/collx-user-cards/232360-369160062-front.jpg,
Football,21,Stefon Diggs,Buffalo Bills,2021,Score,2021 Score,,https://storage.googleapis.com/collx-user-cards/232360-369160031-front.jpg,
Football,182,Derrick Henry,Tennessee Titans,2021,Score,2021 Score - Red,,https://storage.googleapis.com/collx-user-cards/232360-369159957-front.jpg,
Football,126b,Adam Thielen,Minnesota Vikings,2021,Donruss,2021 Donruss,,https://storage.googleapis.com/collx-user-cards/232360-369159902-front.jpg,
Football,198,Ty Law,New England Patriots,1996,Upper Deck,1996 Upper Deck Silver Collection,,https://storage.googleapis.com/collx-user-cards/232360-369157789-front.jpg,
Football,571,Lawrence Taylor,New York Giants,1990,Score,1990 Score,,https://storage.googleapis.com/collx-user-cards/232360-369157700-front.jpg,
Football,93,Reggie White,Philadelphia Eagles,1990,Fleer,1990 Fleer,,https://storage.googleapis.com/collx-user-cards/232360-369157685-front.jpg,
Football,607,Andre Ware,Detroit Lions,1990,Score,1990 Score,,https://storage.googleapis.com/collx-user-cards/232360-369157589-front.jpg,
Football,418,Jerry Rice,San Francisco 49ers,1992,,1992 Pro Set,,https://storage.googleapis.com/collx-user-cards/232360-369157499-front.jpg,
Football,105,Lawrence Taylor,New York Giants,1993,Topps,1993 Topps,,https://storage.googleapis.com/collx-user-cards/232360-369157467-front.jpg,
Football,284,Cris Carter,Minnesota Vikings,1993,Topps,1993 Topps,,https://storage.googleapis.com/collx-user-cards/232360-369157420-front.jpg,
Football,204,Morten Andersen,New Orleans Saints,1991,,1991 Ultra,,https://storage.googleapis.com/collx-user-cards/232360-369157341-front.jpg,
Football,63,Vinny Testaverde,Tampa Bay Buccaneers,1990,Score,1990 Score 100 Hottest,,https://storage.googleapis.com/collx-user-cards/232360-369157278-front.jpg,
Football,355,Phil Simms,New York Giants,1991,,1991 Pacific,,https://storage.googleapis.com/collx-user-cards/232360-369157223-front.jpg,
Football,53,Mike Singletary,Chicago Bears,1991,,1991 Pacific,,https://storage.googleapis.com/collx-user-cards/232360-369157185-front.jpg,
Football,193,Anthony Carter,Minnesota Vikings,1991,,1991 Ultra,,https://storage.googleapis.com/collx-user-cards/232360-369157082-front.jpg,
Football,138,Warren Moon,Houston Oilers,1991,,1991 Pro Set Platinum,,https://storage.googleapis.com/collx-user-cards/232360-369156488-front.jpg,
Football,140,Jerry Rice,San Francisco 49ers,1991,,1991 Pro Set Platinum,,https://storage.googleapis.com/collx-user-cards/232360-369156260-front.jpg,
Football,36,Sterling Sharpe,Green Bay Packers,1991,,1991 Pro Set Platinum,,https://storage.googleapis.com/collx-user-cards/232360-369156160-front.jpg,
